Name_of_Influencer,Insta_Handle,Q_Score,Followers,Avg_Likes,Avg_Views,Engagement_Ratio,Location,Categories,Influencer_Tier
Mudit Malhotra- Mister International India 2016,official_muditmalhotra,7.11,27000,674,7000,2.59,New Delhi,Lifestyle and Fashion,Micro
Kartikya,iamkartikya,2.0,26900,0,571,0.18,Delhi,Lifestyle and Fashion,Micro
Travel,shreyabond,6.46,26900,350,1600,1.39,Mumbai,Travel,Micro
Aroush,thekumarkode,2.0,26800,0,0,0.00,Pune,Lifestyle and Fashion,Micro
TFM- The Fashion Management,tfm360models,2.0,26800,0,0,0.00,Mumbai,Lifestyle and Fashion,Micro
Anjali Uppal,anjalipuppal,4.62,26800,62,870,0.24,Mumbai,Lifestyle and Fashion,Micro
Aastha Chawla  | TSP ????,thestylepret,3.65,26700,0,1000,0.08,Delhi,Lifestyle and Fashion,Micro
Ritcha Rao Makeovers,ritcharaomakeupartist,4.1,26700,0,501,0.15,Delhi,Lifestyle and Fashion,Micro
The Curious Jalebi,thecuriousjalebi,6.87,26700,517,5300,2.04,Chennai,Lifestyle and Fashion,Micro
Anahita,anahitahyderabad,2.32,26500,4,322,0.02,Hyderabad,Lifestyle and Fashion,Micro
Colors,colors,8.69,26500,24700,0,93.48,Mumbai,Lifestyle and Fashion,Micro
Style Coquettes,stylecoquettes,7.6,26400,1000,4200,3.80,New Delhi,Lifestyle and Fashion,Micro
Diksha Sharma??,diksha.sharmaofficial,2.64,26300,0,1300,0.03,Haryana,Lifestyle and Fashion,Micro
Dame Essentials,dame_essentials,3.6,26200,20,1600,0.08,India,Lifestyle and Fashion,Micro
Dr.Neha Bhadra(bhanushali),dr_niki_bhadra,7.6,26200,1000,1700,3.95,Mumbai,Health and Fitness,Micro
Deepu Fashion,deepufashion,3.92,26000,31,0,0.12,India,Lifestyle and Fashion,Micro
Beauty Nation,beautynation07,3.12,25800,14,1000,0.05,India,Lifestyle and Fashion,Micro
Tanima Samaddar,tanima.samaddar,6.23,25800,286,1500,1.11,Kolkata,Lifestyle and Fashion,Micro
Jo,superprincessjo,4.44,25800,51,713,0.21,India,Lifestyle and Fashion,Micro
Megha Saraf,megha811,7.6,25800,1000,1900,3.91,Hyderabad,Lifestyle and Fashion,Micro
Being Alien,ankeytaa,7.36,25700,846,900,3.31,Maharashtra,Lifestyle and Fashion,Micro
La Rose Quotidien || Margi,margisakariya,5.83,25700,174,3100,0.70,India,Lifestyle and Fashion,Micro
Tina Walia - Image Coach,tinawalia_imagecoach,5.46,25700,109,749,0.52,New Delhi,Lifestyle and Fashion,Micro
Alisha Chettri,alisha__chettri,2.32,25600,0,2500,0.02,Darjeeling,Lifestyle and Fashion,Micro
Neha Sood,allaboutnehasood,2.24,25600,0,2900,0.01,Mumbai,Lifestyle and Fashion,Micro
Intish,intishbychintya,2.64,25600,8,1200,0.03,Chennai,Lifestyle and Fashion,Micro
Bulbul Varma,fravaganza,2.88,25600,0,651,0.04,Delhi,Lifestyle and Fashion,Micro
Ankita Kariya,ankitakariya,6.27,25400,282,1800,1.20,Mumbai,Lifestyle and Fashion,Micro
Shivani Singh,beyoubyshivani,6.85,25200,459,6200,2.11,New Delhi,Lifestyle and Fashion,Micro
Sohumcreationss,sohumcreations,2.16,25000,2,160,0.01,Bengaluru,Lifestyle and Fashion,Micro
The Tiara Pageant Coaching,thetiarapageanttrainingstudio,5.27,25000,106,421,0.44,India,Lifestyle and Fashion,Micro
Sirisha Reddy,siridesigner,5.97,24900,193,3500,0.79,Kurnool,Lifestyle and Fashion,Micro
Srishti Singh,strayeddivine,4.76,24900,68,304,0.29,New Delhi,Lifestyle and Fashion,Micro
Style Fiesta,stylefiesta,2.0,24800,0,0,0.00,Mumbai,Lifestyle and Fashion,Micro
Eesha Malkani,eeshamalkani,7.44,24700,886,1900,3.64,Mumbai,Lifestyle and Fashion,Micro
Ashwini Dixit,itsashwinidixit,3.44,24700,0,1400,0.07,Bengaluru,Lifestyle and Fashion,Micro
Roshni Koppikar,roshnikoppikar,6.4,24600,348,2400,1.43,Mumbai,Lifestyle and Fashion,Micro
Surabhi Arya,surabhiaryaofficial,2.64,24600,8,1000,0.03,Assam,Lifestyle and Fashion,Micro
Vineesha Dcosta | CREATOR,vineeshadcosta_,6.67,24600,438,5500,1.84,Mumbai,Lifestyle and Fashion,Micro
A Y U S H I   C H O U K S E Y,holdonfeelbyayushi,6.22,24600,276,1700,1.15,Mumbai,Lifestyle and Fashion,Micro
Radhika Nathani,radhikanathani,4.86,24500,78,689,0.32,Mumbai,Lifestyle and Fashion,Micro
Monika Kapoor,modernwomaniya,4.67,24500,0,1100,0.27,New Delhi,Lifestyle and Fashion,Micro
Jaspreet,jaspreetkaurgoel,3.36,24400,0,645,0.07,Chandigarh,Lifestyle and Fashion,Micro
Sanjana Singh Pawar,somy.co,6.48,24400,376,4000,1.57,India,Lifestyle and Fashion,Micro
Photography,tryst_with_fashion,4.13,24300,40,340,0.16,New Delhi,Lifestyle and Fashion,Micro
Indiancultr,duraplusindia,5.31,24300,114,60,0.47,India,Lifestyle and Fashion,Micro
Shivangi Gupta | Influencer ??,shivangigosavi,7.5,24100,868,12800,3.91,Mumbai,Travel,Micro
Wisdom Of My Soul ??,tarotreaderserrenee,2.0,24000,0,605,0.00,India,Lifestyle and Fashion,Micro
100% BEAUTY OLSHOP TRUSTED !,eyelashstudioaceh,2.24,23900,3,0,0.01,Hubli,Lifestyle and Fashion,Micro
Yuki Ng,iamyuking,6.15,23900,253,395,1.08,India,Lifestyle and Fashion,Micro
Ragini R,kittehinfurs,6.58,23800,400,0,1.76,Bengaluru,Lifestyle and Fashion,Micro
All That's Fancy Blog By Meghna Badami,allthatsfancy,6.31,23800,315,11000,1.34,Jaipur,Lifestyle and Fashion,Micro
Sukriti Chotani,sukriti.chotani,6.46,23700,357,1800,1.58,New Delhi,Lifestyle and Fashion,Micro
P R A C H E E       P A S S I,pracheepassi,6.09,23700,226,3700,0.99,Pune,Lifestyle and Fashion,Micro
Shiwangi Vijaywargiya ?,shiwangivijaywargiya,6.2,23700,271,491,1.17,Hyderabad,Lifestyle and Fashion,Micro
Yo! Womaniya || Samiksha ||,yowomaniya,5.07,23700,90,17500,0.39,Delhi,Lifestyle and Fashion,Micro
Tanya Sodhi,tanyasodhi,6.04,23600,204,1600,0.91,Delhi,Lifestyle and Fashion,Micro
Charuta Arvind Yadav,charuta_modayalda,2.56,23600,0,1000,0.03,Delhi,Lifestyle and Fashion,Micro
Kriti Singh,thelifehatke,6.26,23500,280,1400,1.27,Delhi,Lifestyle and Fashion,Micro
Tanya Mahendra,tanyamahendra,7.66,23500,1700,15900,7.29,Delhi,Lifestyle and Fashion,Micro
Megha Jain,megha.mj,2.0,23500,0,0,0.00,New Delhi,Lifestyle and Fashion,Micro
Anupa Sahu,anupa_anunomics,6.78,23400,464,1200,2.11,Bengaluru,Lifestyle and Fashion,Micro
Shreya Motwani,she_luminated,7.63,23400,1300,616,6.07,New Delhi,Lifestyle and Fashion,Micro
Ankita Utekar,ankita_utekar,2.32,23400,0,413,0.02,Mumbai,Lifestyle and Fashion,Micro
Shreya Khandelwal,smalltown_smarttalk,6.54,23400,380,2600,1.74,Mumbai,Lifestyle and Fashion,Micro
????? ?????,mudgal_kanika_,7.04,23300,632,183,2.81,Ghaziabad,Lifestyle and Fashion,Micro
Jitesh Singh Deo,jiteshsinghdeo,3.04,23300,0,2900,0.06,Mumbai,Lifestyle and Fashion,Micro
Jovita Fernandes,jovi_fernandes,6.74,23300,465,1000,2.07,Mumbai,Lifestyle and Fashion,Micro
Akanksha Verma,_akanksha_v,6.62,23200,419,4700,1.87,Delhi,Lifestyle and Fashion,Micro
Ela Chauhan,ela.chauhan2.0,5.76,23200,159,760,0.73,Bengaluru,Lifestyle and Fashion,Micro
ATRAYEE DUTTA GUPTA,atrayeeduttagupta,5.27,23100,101,1000,0.47,Mumbai,Lifestyle and Fashion,Micro
StyleDotMe,styledotme,2.0,23100,0,0,0.00,Kolkata,Lifestyle and Fashion,Micro
Akansha Todankar | Influencer,ftbaddictions,7.6,23100,1100,1400,4.78,Mumbai,Lifestyle and Fashion,Micro
Sonik Sarwate,sonicsmakeup,5.43,23100,127,3200,0.56,India,Lifestyle and Fashion,Micro
OIMFashion,oimfashionn,5.78,23000,156,0,0.75,Delhi,Lifestyle and Fashion,Micro
Shweta Verma,shweta_v24,3.36,23000,0,6200,0.07,Lucknow,Lifestyle and Fashion,Micro
Sakshi Sagar,sakshisagarstudio,4.7,23000,65,1700,0.30,Haryana,Lifestyle and Fashion,Micro
Charu Patil,thecharupatil,5.79,22900,167,2900,0.76,Bengaluru,Lifestyle and Fashion,Micro
Abof_in,abof_in,2.0,22900,0,0,0.00,Pune,Lifestyle and Fashion,Micro
Fashion Bloggers India,fashion_bloggers_india,3.44,22800,18,0,0.08,India,Lifestyle and Fashion,Micro
Nirali,thevogueexplorer,6.31,22800,235,0,1.39,Ahmedabad,Lifestyle and Fashion,Micro
Meisya II,meisyameisya_sya,2.0,22700,0,0,0.00,Hubli,Lifestyle and Fashion,Micro
AFAMADO,afamado_style,2.0,22600,0,0,0.00,India,Lifestyle and Fashion,Micro
Allen Claudius,bowtiesandbonesblog,6.61,22600,398,1800,1.90,India,Lifestyle and Fashion,Micro
Vimal Gopalani,mom.chronicles,2.64,22500,0,304,0.04,Pune,Family and Parenting,Micro
Karan Torani,karantorani,7.37,22500,852,6500,3.84,India,Lifestyle and Fashion,Micro
Fuschianet,fuschianet.accessories,2.88,22400,11,78,0.05,New Delhi,Lifestyle and Fashion,Micro
Lifestyle,Lifestyle,5.58,22300,148,525,0.66,Ahmedabad,Lifestyle and Fashion,Micro
Beauty And Much More(BAMM),beauty_by_martina_und_celina,2.8,22300,0,103,0.04,Bengaluru,Lifestyle and Fashion,Micro
Catwalk Worldwide,catwalkshoes,5.92,22200,189,1000,0.86,Mumbai,Lifestyle and Fashion,Micro
Shivangi Singh,shivangisingh____,3.28,22200,0,7100,0.07,Mumbai,Lifestyle and Fashion,Micro
Palak,palak.k,5.6,22200,129,1100,0.68,Delhi,Lifestyle and Fashion,Micro
WiseShe Anamika,anamikasureka,3.68,22200,21,466,0.10,India,Lifestyle and Fashion,Micro
Bling,_bling._,4.43,22100,46,584,0.23,Kolkata,Lifestyle and Fashion,Micro
Funk Salon,funksalon,6.96,21900,597,53400,2.76,India,Lifestyle and Fashion,Micro
? Umanng Jain ?,umanngjain,2.0,21900,0,1500,0.00,Mumbai,Lifestyle and Fashion,Micro
Upaasana Lamba,upaasana_lamba,6.3,21800,306,2200,1.44,New Delhi,Lifestyle and Fashion,Micro
Thegirlatfirstavenue,thegirlatfirstavenue,3.2,21800,13,821,0.07,Hyderabad,Lifestyle and Fashion,Micro
Tashiara- Blogger,tashiara_fashion_blogger_india,3.76,21700,26,499,0.12,New Delhi,Lifestyle and Fashion,Micro
Sana Sayyed,____.dreamcatcher.____,6.32,21600,297,1600,1.49,India,Arts and Entertainment,Micro
Sana Sayyed,____.dreamcatcher.____,6.32,21600,297,1600,1.49,India,Arts and Entertainment,Micro
KANABIS Women's Footwear,kanabisfashion,2.0,21500,0,0,0.00,India,Lifestyle and Fashion,Micro
Meghana Vora,meghana_vora,6.14,21500,241,1300,1.17,Mumbai,Lifestyle and Fashion,Micro
"Sushmita  ,Mrs. OUCH !!!",sushmita17,5.0,21500,74,1100,0.41,Kolkata,Lifestyle and Fashion,Micro
Pawan & Pranav Haute Couture,pawanandpranav,4.37,21500,49,871,0.23,Mumbai,Lifestyle and Fashion,Micro
? Bushra ?,bushra_sayyed,5.92,21500,187,5800,0.88,India,Lifestyle and Fashion,Micro
Ambika | Flower Child ??,ambikachoudharyy,5.88,21500,180,900,0.87,Delhi,Lifestyle and Fashion,Micro
JYOTISMITA BARMAN,_.meow._.meow_,2.32,21400,0,3300,0.02,Guwahati,Lifestyle and Fashion,Micro
PR Sri Lanka,pr_srilanka,4.6,21400,62,1700,0.29,India,Lifestyle and Fashion,Micro
The Dapper Man,thedapperman.in,5.56,21400,144,0,0.68,India,Lifestyle and Fashion,Micro
S E N C Y,psychecloset,4.13,21400,0,317,0.19,Mumbai,Lifestyle and Fashion,Micro
Sayantini,cherryontopblog,4.08,21300,36,211,0.18,Kolkata,Lifestyle and Fashion,Micro
Nidhi Ramsha,nidhiramsha,6.96,21300,594,0,2.84,Pune,Lifestyle and Fashion,Micro
Radhika Agrawal Jewels,radhikaagrawalstudio,3.2,21300,15,711,0.07,Rajasthan,Lifestyle and Fashion,Micro
StyleAndStrike,styleandstrikebytamanna,4.43,21300,47,763,0.24,Mohali,Lifestyle and Fashion,Micro
Princy Mascarenhas,thejeromydiaries,5.24,21300,97,867,0.49,Bengaluru,Lifestyle and Fashion,Micro
Soap Square,soap_square,4.34,21300,46,2600,0.23,Delhi,Lifestyle and Fashion,Micro
CUBE By N�10_SHOWROOM,philippe_cube_showroom,4.91,21200,80,293,0.39,Hubli,Lifestyle and Fashion,Micro
Fashionandflick,fashionandflick,2.32,21200,4,0,0.02,India,Lifestyle and Fashion,Micro
Kenrin,kenrin_ete,6.45,21100,346,0,1.75,Chennai,Lifestyle and Fashion,Micro
Vaishali Jain,thechicgazette,7.31,21100,807,1900,3.89,Kolkata,Lifestyle and Fashion,Micro
The Powder Puff Gal,thepowderpuffgal,5.2,21100,90,1100,0.48,Mumbai,Lifestyle and Fashion,Micro
????,insidedecay,5.48,21100,132,0,0.64,Goregaon,Lifestyle and Fashion,Micro
Nikita Jain,themodavoyage,2.8,21000,0,335,0.05,Mumbai,Lifestyle and Fashion,Micro
Trisha Biswas,thetinkersoul,5.18,21000,95,603,0.47,Kolkata,Lifestyle and Fashion,Micro
Nupur Paliwal,cultfashionme,5.24,21000,102,453,0.50,Noida,Lifestyle and Fashion,Micro
Tailorman,tailormanindia,4.16,21000,41,0,0.20,Mumbai,Lifestyle and Fashion,Micro
VI-JOHN GROUP,vijohngroup,6.05,20800,220,6300,1.06,New Delhi,Lifestyle and Fashion,Micro
Klick By RG,klickbyrg,3.04,20800,11,683,0.06,India,Lifestyle and Fashion,Micro
LIFE VIEW By Sara,sara_themyth,7.49,20800,900,367,4.49,New Delhi,Lifestyle and Fashion,Micro
Deeptima,deeptima,5.08,20800,84,1300,0.45,India,Lifestyle and Fashion,Micro
Daniel,whyttenoise,7.65,20700,1600,22600,8.04,Mumbai,Lifestyle and Fashion,Micro
Sid,thesept_boy,7.61,20700,1100,0,5.78,Indore,Lifestyle and Fashion,Micro
CHANDNI CHAUDHARY,makeupbychandini,2.0,20700,0,0,0.00,India,Lifestyle and Fashion,Micro
Fashion Blog,thebongmunda,7.61,20600,1200,0,5.90,India,Lifestyle and Fashion,Micro
Priyanka Gill,priyankagill_official,6.04,20600,207,646,1.05,India,Lifestyle and Fashion,Micro
Gourmet Runway,thegourmetrunway,2.0,20600,0,1000,0.00,Juhu,Lifestyle and Fashion,Micro
Bhavya Rathi,gloshupblog,5.92,20500,180,732,0.93,Bhopal,Lifestyle and Fashion,Micro
FAD International,styleschool,4.4,20500,49,723,0.24,Pune,Lifestyle and Fashion,Micro
Ratikha Venugopal,ratikhavenugopal,4.73,20500,69,320,0.35,Chennai,Lifestyle and Fashion,Micro
Danish Raj Ojha,danzy_world,5.51,20400,127,8300,0.68,Mumbai,Lifestyle and Fashion,Micro
Tanaz Lakhani,tanazlakhani,7.06,20400,633,3700,3.26,Mumbai,Lifestyle and Fashion,Micro
Priyanka Agarwal,priyankatolaa,4.08,20400,0,1100,0.19,Kolkata,Lifestyle and Fashion,Micro
Sky Chauhan,iamskychauhan,6.96,20400,597,655,2.95,Delhi,Arts and Entertainment,Micro
Dr. Tanushree,tanuushri_,5.76,20300,157,799,0.84,India,Lifestyle and Fashion,Micro
Nathasha,nat_jackson,2.0,20300,0,732,0.45,Bengaluru,Lifestyle and Fashion,Micro
SJbox | Shreya Jain,sj.box,6.76,20200,441,7800,2.40,Jaipur,Lifestyle and Fashion,Micro
Monahleesa,monahleesa,6.05,20200,179,1000,1.10,Bengaluru,Lifestyle and Fashion,Micro
Ganesh Parikh,letsgostylish_,7.06,20100,659,0,3.31,Mumbai,Lifestyle and Fashion,Micro
Demoza,demozastores,4.24,20100,37,5000,0.22,Bengaluru,Lifestyle and Fashion,Micro
Style_ina_while,style_ina_while,2.32,20000,4,72,0.02,Mumbai,Lifestyle and Fashion,Celebrity
RANJIT RODRICKS,ranjitrodricks,2.48,20000,0,375,0.03,Mumbai,Lifestyle and Fashion,Celebrity
Pasham Alwani.,pashamalwani,6.17,20000,261,792,1.33,India,Lifestyle and Fashion,Celebrity
Akshita Arora,verterestyle,2.0,20000,0,0,0.00,Delhi,Lifestyle and Fashion,Celebrity
The Juice By Jabong,thejuicemagazine,2.0,20000,0,0,0.00,India,Lifestyle and Fashion,Celebrity
?Bidisha Kohli?,bidishakohli,5.36,20000,118,318,0.60,Mumbai,Lifestyle and Fashion,Celebrity
Virat Kohli,virat.kohli,10.0,204300000,3300000,3400000,1.63,India,Sports,Celebrity
Mahendra Singh Dhoni,mahi7781,2.0,38700000,0,21300000,0.00,India,Sports,Celebrity
SHILPA SHETTY KUNDRA,theshilpashetty,9.22,25900000,144200,1300000,0.56,India,Arts and Entertainment,Celebrity
BCCI,indiancricketteam,9.24,24400000,234000,745800,0.96,Mumbai,Sports,Celebrity
Rohit Sharma,rohitsharma45,9.42,24300000,1000000,1000000,3.93,India,Sports,Celebrity
Hardik Pandya,hardikpandya93,9.42,21600000,900000,880500,4.29,India,Sports,Celebrity
Suresh Raina,sureshraina3,9.25,20400000,254300,300200,1.25,India,Sports,Celebrity
Second Home,sarcasm_only,9.21,16399999,124200,726600,0.76,Noida,Food and Drink,Celebrity
Yuvraj Singh,yuvisofficial,9.24,14300000,211700,337400,1.48,India,Sports,Celebrity
Shikhar Dhawan,shikhardofficial,9.23,11100000,179300,306700,1.62,Delhi,Sports,Celebrity
Sahil Khan,sahilkhan,9.23,10800000,171100,431700,1.59,India,Health and Fitness,Celebrity
Mumbai Indians,mumbaiindians,9.23,10300000,201200,187100,1.95,India,Sports,Celebrity
Sania Mirza,mirzasaniar,9.2,9600000,54100,95300,0.57,India,Sports,Celebrity
Yuzvendra Chahal,yuzi_chahal23,9.26,8000000,316700,727400,3.99,India,Sports,Celebrity
Pooja Dhingra,poojadhingra,3.68,7200000,0,19900,0.00,India,Food and Drink,Celebrity
Virender Sehwag,virendersehwag,9.2,7200000,78400,103600,1.10,India,Sports,Celebrity
Rishab Pant,rishabpant,9.27,6500000,339200,277600,5.26,India,Sports,Celebrity
Shreyas Iyer,shreyas41,9.27,6200000,360100,279000,5.79,Mumbai,Sports,Celebrity
Smriti Mandhana,smriti_mandhana,9.38,6100000,766800,450000,12.55,India,Sports,Celebrity
Neeraj Chopra,neeraj____chopra,9.3,5800000,458600,386200,7.91,India,Sports,Celebrity
Harraj,__harraj_s_lamba_,9.03,5300000,41700,92900,0.79,India,Health and Fitness,Celebrity
Dwayne Bravo,djbravo47,9.0,5100000,40400,133600,0.80,India,Sports,Celebrity
SivaKarthikeyan,sivakarthikeyan,9.36,5000000,704000,1000000,14.14,Chennai,Arts and Entertainment,Celebrity
Harbhajan Singh,harbhajan3,8.59,4800000,19400,87400,0.40,India,Sports,Mega
Sakshi Dhoni,sakshisingh_r,9.29,4700000,412000,693300,8.76,India,Sports,Mega
Ravindra Jadeja,ravindra.jadeja,9.32,4400000,525200,574600,12.06,Jamnagar,Sports,Mega
Ajinkya Rahane,ajinkyarahane,9.21,4300000,96700,210800,2.26,India,Sports,Mega
Mohammed Shami,mdshami.11,9.21,4099999,92000,309400,2.26,Kolkata,Sports,Mega
Shipra Khanna,masterchefshiprakhanna,9.2,4000000,58700,349800,1.48,India,Food and Drink,Mega
Gautam Gambhir,gautamgambhir55,9.21,3900000,92900,260200,2.38,India,Sports,Mega
Home Cooking,homecookingshow,8.03,3500000,5800,128900,0.17,India,Food and Drink,Mega
Ashwin Ravichandran,rashwin99,9.24,3500000,242100,82500,6.98,India,Sports,Mega
Randeep Hooda,randeephooda,9.2,3400000,74400,208200,2.18,Delhi,Arts and Entertainment,Mega
Bhuvneshwar Kumar,imbhuvi,9.29,3400000,423700,159000,12.39,India,Sports,Mega
Gaurav Taneja,taneja.gaurav,9.29,3300000,439700,871400,13.16,India,Lifestyle and Fashion,Mega
Dekh Bhai,_dekhbhai_,8.66,3300000,23100,535600,0.69,India,Sports,Mega
Hebbar's Kitchen,hebbars.kitchen,7.68,3300000,1900,0,0.06,India,Food and Drink,Mega
Himansh Kohli,kohlihimansh,9.04,3200000,42100,151300,1.32,India,Travel,Mega
Pearl V Puri,pearlvpuri,9.22,3200000,157700,3300000,4.97,India,Arts and Entertainment,Mega
Pv Sindhu,pvsindhu1,9.23,3200000,172400,106200,5.47,India,Sports,Mega
Sandeep Maheshwari,sandeep__maheshwari,9.22,3100000,152200,554800,4.89,India,Arts and Entertainment,Mega
Kerala Blasters FC,keralablasters,9.2,3000000,86000,101600,2.87,India,Sports,Mega
Irfan Pathan,irfanpathan_official,9.2,3000000,77600,82200,2.61,India,Sports,Mega
Dr Vivek Bindra,vivek_bindra,7.84,3000000,3700,28200,0.13,India,Education,Mega
Kings XI Punjab,punjabkingsipl,8.48,2800000,14000,79100,0.51,India,Sports,Mega
Aisha Sharma,aishasharma25,8.84,2700000,31900,138800,1.20,Mumbai,Health and Fitness,Mega
Sanju Samson,imsanjusamson,9.25,2400000,283000,136900,11.84,India,Sports,Mega
Cricbuzz,cricbuzzofficial,8.59,2400000,19800,6000,0.84,India,Sports,Mega
UNICEF India,unicefindia,7.64,2300000,1500,10400,0.06,India,Family and Parenting,Mega
Technical Guruji,technicalguruji,9.21,2300000,90700,0,3.92,India,Technology,Mega
Travel,reel,2.0,2300000,0,157400,0.00,Mohali,Travel,Mega
Kuldeep Yadav,kuldeep_18,9.2,2300000,59400,268200,2.62,India,Sports,Mega
The Hindu,the_hindu,8.42,2300000,11100,46000,0.49,India,Business,Mega
Sriti Jha,itisriti,9.21,2200000,113400,343100,5.27,India,Arts and Entertainment,Mega
Circle Of Cricket,circleofcricket,8.73,2200000,26600,21400,1.22,India,Sports,Mega
CSK Fans Official,cskfansofficial,9.09,2200000,44900,258899,2.06,India,Sports,Mega
Ishan Kishan,ishankishan23,9.25,2200000,250000,269100,11.64,India,Sports,Mega
Vikas Khanna,vikaskhannagroup,8.1,2200000,6700,110600,0.31,India,Food and Drink,Mega
Sonu Sharma,officesonusharma,8.67,2100000,23400,176900,1.10,Jaipur,Education,Mega
Varun Aditya,varun.aditya,9.2,2100000,59200,220200,2.78,India,Photography,Mega
Mridul Madhok,mridulmadhok,9.2,2100000,88900,139500,4.25,India,Lifestyle and Fashion,Mega
Harjinder S Kukreja,harjinderkukreja,9.2,2100000,53600,162800,2.58,India,Business,Mega
Dabboo Ratnani,dabbooratnani,7.63,2100000,1400,99100,0.07,India,Arts and Entertainment,Mega
CricTracker,crictracker,8.8,2000000,29900,5100,1.47,India,Sports,Mega
Aakash Chopra,cricketaakash,8.73,2000000,26500,49700,1.31,India,Sports,Mega
Umesh Yaadav,umeshyaadav,9.14,2000000,47100,96300,2.33,India,Sports,Mega
Sunil Chhetri,chetri_sunil11,9.22,2000000,132800,122200,6.60,India,Sports,Mega
Dinesh Karthik,dk00019,9.22,2000000,164400,155600,8.18,Chennai,Sports,Mega
Aashna Malani,aashnamalanii,9.21,2000000,91300,827100,4.59,Delhi,Lifestyle and Fashion,Mega
Ranveer Brar,ranveer.brar,8.42,1900000,10900,38700,0.58,India,Food and Drink,Mega
Beer Biceps,beerbiceps,9.21,1900000,111500,230600,5.97,India,Education,Mega
Deepak Chahar,deepak_chahar9,9.28,1900000,381600,762100,20.46,India,Sports,Mega
Cheteshwar Pujara,cheteshwar_pujara,9.2,1800000,82300,120000,4.47,India,Sports,Mega
Tech Burner,techburner,9.22,1800000,146000,165600,8.13,India,Technology,Mega
Ankur Warikoo,ankurwarikoo,8.63,1700000,21500,101400,1.25,Delhi,Investment and Finance,Mega
Kunal Kapur,chefkunal,8.03,1700000,5800,73100,0.35,India,Food and Drink,Mega
Mohammed Siraj,mohammedsirajofficial,9.24,1600000,239300,251600,14.57,India,Sports,Mega
Sapna Vyas,coachsapna,8.88,1600000,33900,53500,2.10,India,Health and Fitness,Mega
Sooraj Pancholi,soorajpancholi,9.22,1600000,129199,171800,7.91,India,Arts and Entertainment,Mega
Ritu Rathee Taneja,riturathee,9.25,1600000,270400,1200000,16.65,India,Family and Parenting,Mega
Mithali Raj,mithaliraj,9.2,1600000,77300,66300,4.78,Hyderabad,Sports,Mega
Mayank Agarwal,mayankagarawal,9.2,1600000,51900,68400,3.31,Bengaluru,Sports,Mega
Bani J,banij,9.2,1600000,51100,103900,3.27,India,Arts and Entertainment,Mega
Saina Nehwal,nehwalsaina,8.42,1600000,11000,31800,0.71,India,Sports,Mega
Vin Rana,vinrana,8.75,1500000,27600,36400,1.81,Delhi,Health and Fitness,Mega
Meghna's Food Magic,meghnasfoodmagic,7.87,1500000,4000,70100,0.28,India,Food and Drink,Mega
Sangram Chougule,sangram_chougule_official,8.18,1400000,7500,45100,0.52,India,Health and Fitness,Mega
Pratik Sehajpal,pratiksehajpal,9.21,1400000,109800,606300,8.05,India,Arts and Entertainment,Mega
Ishant Sharma,ishant.sharma29,8.53,1400000,16900,115900,1.18,Delhi,Sports,Mega
Nikhil Sharma,nikkkhil,9.23,1400000,173900,287700,12.29,Mumbai,Lifestyle and Fashion,Mega
Murali Vijayakumar,bigleemurali,7.86,1400000,4000,15800,0.28,India,Health and Fitness,Mega
Indian Football Team,indianfootball,8.44,1400000,12300,14200,0.88,India,Sports,Mega
Shardul Thakur,shardul_thakur,9.24,1400000,242600,144100,17.59,India,Sports,Mega
Washington Sundar,washisundar555,9.2,1400000,69100,284800,5.01,Chennai,Sports,Mega
Amar Sirohi,foodie_incarnate,8.43,1400000,11700,271500,0.86,India,Food and Drink,Mega
Suyyash Rai,suyyashrai,8.66,1300000,23400,42200,1.75,India,Arts and Entertainment,Mega
